RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
536,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,the fact that i learned more in this channel than in school is weird,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
537,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!",This sounds like a science fiction if you ask me!,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
538,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",this is absolutely amazing thank you for explaining everything no numbers no annoying narrators and just actually being legit good people,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
539,What is the point in listening to Muslim women? They are all retarded.,"It is just so hard to take you seriously when your Islamophobia, misogyny and disablist language combined make you seem excessively uninformed.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
540,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,hello john id like to let you know that youve inspired me through your books to write my own ive read looking for alaska my personal favorite the fault in our stars and paper towns and ive loved each book im 16 and im planning on starting my book this winter,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
541,Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,Have you read Qu'ran? Do you know what it states? I suppose not. How can you then judge the statements there?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
542,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,hi richard im happy to say i went through a recruitment process with one of the biggest companies in the country your tutorials helped me through every step i got the job thank you sir and god bless you,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
543,Muslims use acts of violence to punish people.,i just bought an m1 129” ipad pro because i didn’t think the new features of the 2022 would be worth it for me especially since waiting for m2 would force me to give up the student discount which was a big deal i know everyone wants the magsafe charging or wireless charging but i actually dislike wireless charging so that’s unimportant to me and the “performance gains” of the m2 don’t matter since it’s an ipad it’s already crazy fast rumors i’ve seen with a notch in landscape mode would actually...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
544,"Islam is just a pagan cult, that disguises itself as a religion.",What makes Islam any less valid than any other religion?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
545,The world would be a better place without Muslims. They are only killing and raping our children.,your songs are great and unstoppable,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
546,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,“there’s no way to enter a serial number and search for the owner” how are we ever supposed to stop gun violence with a stupid law like that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
547,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",In what way?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
548,"Muslims, if they cannot assimilate, they should emigrate.",awesome video very inspiring just started my c journey a while back and gonna be jumping in unity soon i hope i will be making as much progress as you did damn,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
549,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,notes animal cell eukaryotic cells with membrane organelles and nucleus containing dna that calls the shots animal plants fungi and protist flexible and squishy membranes as oppose to plants allowing the creation of cell organs and tissue types cell is like a city on the surface microtubials made of long protein fibers cillia tiny arms like in lungs and throat pushing the mucus up and flagella whiplike tail like in sperms protozoans move with microtubials instead of muscle tissue membrane select...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
550,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.","Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
551,People that live in the West cannot live with Muslims.,ptr is hundred times in brilliance and in performance than modi and sitaraman excellent speach by tn finance minister a well educated and well known economist we need leaders like him to counter false narratives indian leaders become arrogant the power centers enjoy every thing free for life time from air to airplanes what about the poor,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
552,If the Koran was published today it would be banned as hate speech.,"So would the Bible, the Torah, etc.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
553,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",the fact that the windows get darker progressively is a sign of how attentive to detail latte is amazing work,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
554,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
555,Muslims should be taken away from our country because they aren't accepted by anyone.,"But we would have much less doctors, chefs, politicians, drivers, scientists, philanthropists.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
556,To solve all our problems it is enough to burn down mosques and the Koran.,listen to 2 am study session here,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
557,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",i love the rescue videos especially because ann tells us how to avoid the fail in the first place and then also shows us how to fix it 3,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
558,The vast majority of Muslims are unemployed and refuse to work.,the second amazing thing is how do the roots pump moisture out of what can be half dry soil what human pump could duplicate that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
559,Almost all Muslims deliberately decide not to work.,How many unemployed 'lazy' Muslims do you know? There are no more work-shy muslims than there are people of any other faith.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
560,Muslims use corporal and cruel punishment on people.,dear denielle thanks so much for your speed in which you remind me of preparing cambridge c1 english exam i failed it a couple of times however i never have lost my perseverance to do the exam over and over again as a financial analyst with reference to the return of investment time spent this is my worst deal however when it comes to understanding humanities becoming comfortable with ambiguity and making me a rounded person the answer to this valuable investment is definitely yes well appreciat...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
561,If the Koran was published today it would be banned as hate speech.,Have you really read Quran? Actually Quran is not about hate speech. It teaches people to respect people and do good things.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
562,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,"Yes, except that HIV is more common among Christians and its not a contact disease.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
563,Muslims are not civilised and Europe does not want them.,What is wrong with Muslims living in Europe?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
564,Muslims are the creators of slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
565,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,The Quran does not mention FGM and it is carried out by Christians as well as Muslims. The fact that her parents are Muslim has no bearing on the risk factor.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
566,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
567,I do not really understand why I should listen to Muslim women. They are evidently dumb.,i just got the series 7 two weeks ago so passing on the 8 interesting idea on body temperature if they made one for diabetics where you tested glucose a feature to weigh you and blood pressure……you may never need your doctor not sure if i would want a larger watch i have the 41mm series 7 and that looks “normal” on my wrist since i have small hands and wrist anything bigger and i might as well strap a tablet to my wrist there always are trends to make devices bigger then when that’s bulky smalle...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
568,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,a country is not great until it can protect all its people with free healthcare is pence feeling the heat getting closer sorry about cheney wyoming got its priority really wrong,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
569,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"When 400,000 Muslims died in WW1 for Britain, seems to me like this hate is very one sided.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
570,"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!","This is a sad statistics. Our society should do as much as it can to prevent such crimes. However, it is not true that immigrants are to blame. Statistics shows that there are much more rapists among the natives. After all, they are at home here.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
571,What is the point in listening to Muslim women? They are all retarded.,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What is made you so angry?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
572,"We need to kill Muslims, otherwise, they will make us explode!","Dig a hole, build a wall, get your act together guys.",1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
573,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
574,"Muslims, if they cannot assimilate, they should emigrate.",95% of British Muslims feel a loyalty to the UK and contribute over 31 billion pounds to the UK economy. They look like a valuable part of the community to me. (statistics from MEND.org.uk),1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
575,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,“very few people get to say how they work” is this something new i don’t believe so a very few people have always had the say how things work good or bad will always be up for debate doesn’t change anything in the end,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
576,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","There are criminals, who are from UK, raping children and murdering people. Maybe it better we should first focus on these cases and think how we could decrease the number of crimes.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
577,"It is obviously a mental illness, the conciliation to Islam and Muslims.",im one of those fans that get excited when watching any marvel movie or series i love what disney and marvel studios have created i cant wait to watch all of these,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
578,Our children are taught Islamic ideologies. It is awful!,thank you mam for your great video which is a best one that helps literature student education level please upload more videos about most important works that every english literature student should know please please please such a great videothanks a lot once again,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
579,Muslims are not civilised and Europe does not want them.,i was admiring your writing skills the whole time everything just flowed so naturally i would kill to be able to write like that thank you so much,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
580,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.","I am not sure I would use 'invasion' to describe the spead of a particular faith or belief, but isnt' that what religions do. Spead; by text, by preaching, by word of mouth, by proselytisation?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
581,"Islam - if we do not speak now, in a short time our words will be useless.",There is nothing to raise your voice to. Have you ever spoken to your local Muslim community?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
582,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,All hatred is wrong.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
583,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"Religion is an integral part of our society, surely it is a good thing that it preaches peace.",1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
584,"We need to kill Muslims, otherwise, they will make us explode!",simon you should sing something else simon thats not my worst song anymore jimmy is amazing that voice is outstanding i dont know how he did that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
585,People that live in the West cannot live with Muslims.,Who chooses who is and is not compatible with a place / society?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
586,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
587,Islam is a disease that infects our planet.,A religion followed by 1.6 billion people is not a plague.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
588,Muslims have nothing to contribute to our society.,i agree that the i cut out looks pretty good much better than a normal hole punch but i have to disagree with “more screen” because the usable screen will be the same as the base models if not slightly less,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
589,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",that truly is a cooking masterpiece zach you are such an expert i wish i could meat and eat with you one day in my life,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
590,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?","Everyone has the right of free speech, while it does not mean anyone can use it to hurt people. Plus, based on what you critisize Islam? I recommend you to read something about true Islam and Muslims. You would find that they are no difference from us.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
591,The vast majority of Muslims are unemployed and refuse to work.,the people who say computer science isnt for everyone is missing the point it is not about whether you like the subject or not in his whole talk he is saying computer science is as necessary as mathbiologyphysics etc we do not learn these subjects because it is fun in school we learn them because it helps us to operate and appreciate the world better just like how math helps us to understand the purchases we make the loans we take and the value of the item we pay for a basic understanding of com...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
592,The UK isn't the nation that was before. This happened because of the Muslim invasion. This invasion represents an illness for our country.,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
593,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Mgm FGM have been in Britain for hundreds of years. It is never acceptable but it does not come from just one country or ideology.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
594,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",thank you this is working,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
595,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",this is crazy finally a new event oh yeah i hope for the ipad 10th gen and of course iphone 14 i need to make a video about it on my channel too,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
596,Muslims use corporal and cruel punishment on people.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
597,Muslims should be taken away from our country because they aren't accepted by anyone.,i started using mud for sugar cane purely for aesthetics didnt realize it had other uses for sugar cane farms,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
598,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
599,The British politicians want to impose to all of us the Islamic religion and so create an Islamic country which will be the refuge of all Muslims and will not permit opposition.,"Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
600,Muslims should be taken away from our country because they aren't accepted by anyone.,Try running the NHS without them and other migrants!,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
601,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,shes awesome the people behind the animations and editing dont get the recognition they deserve either really high quality stuff,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
602,Islam is contaminating humanity.,that stray dog helping that lady had me in tears he is a keeper i wish he finds himself the family he deserves that dog right there was a real life hero protected a complete stranger as if his own master,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
603,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want that their religion is respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.",i really love pork sinigang and bone marrow with sili and rice,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
604,China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.,You really want to support the role of the State in prescribing what people should eat or drink?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
605,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,The world would be a better place without prejudice and hate mongers. Why not do something that could really help children and support #truthproject.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
606,99% of Muslims in the UK are unemployable and refuse to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
607,A Muslim is only allied with Allah.,why is his voice so calming it’s so normal but soft and cool at the same time never heard such a interesting and nice voice,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
608,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,doesnt seem too bad until you have to do it by yourself haha,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
609,"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion.",Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
610,Muslims should be taken away from our country because they aren't accepted by anyone.,his delivery at comedy is brilliant,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
611,The vast majority of Muslims are unemployed and refuse to work.,Well at least they're not taking our jobs then!,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
612,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",Muslims many times have shown how supportive they are of other communities. It does not sound to me that they want to fight against us and start a war?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
613,Have Muslims ever made a contribution to our society?,yes im starving yes im sleepy yes its my choice if i wanna sleep but im fasting dude,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
614,"If a girl has muslim parents, she is at risk of FGM!",oh man there he goes smacking open the biology can at this rate he will have his own school soon keep it up,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
615,Muslims are not civilised and Europe does not want them.,Hatred and discrimination do not either.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
616,The vast majority of Muslims are unemployed and refuse to work.,This is demonstrably false. Muslims make up around 12% of unemployed people in the UK - the vast majority work hard and contribute to the UK economy.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
617,All Muslims are incompatible with any Western society.,yesss it’s here piper looked so pretty in those outfits piper’s songs are always amazing she never fails to entertain us,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
618,Muslims have no place in civilised Europe.,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
619,Muslims are not civilised and Europe does not want them.,"You mean all those doctors, nurses, architects, artists, teachers?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
620,I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.,thank you help,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
621,"Islam - if we do not speak now, in a short time our words will be useless.",incredible vid we all possess the inherent right of selfdefense the bees’ revenge on the hornet was masterful,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
622,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!",i think its a time of wait and see imo were seeing all these investments because interest rates are low if at the end of the process sony for example dont see financial gain i can easily see it reverting were all hoping this works as gamers but none of us know what the end result will be,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
623,Islam and peace cannot coexist!,"According to the Institute for Economics and Peace, a think tank which has produced the Global Peace index for the past 10 years, only Botswana, Chile, Costa Rica, Japan, Mauritius, Panama, Qatar, Switzerland, Uruguay and Vietnam are free from conflict. Qatar has a sizable number of followers of Islam apparently.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
624,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",thanks for the inside look into the iphone 14 pro max i kind of figured that the hardware would be similar to the 13 pro max hope apple steps it up with always on display and maybe reverse wireless charging no point in adding a bigger battery if they won’t unleash all the capabilities,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
625,Muslims have privileges that we do not have.,i’ve been looking at those remarkable tablets for a few years now i just can’t justify the price when i can carry an old school notebook lol,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
626,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,wow the dessert was the best i have ever tasted in my life very good perfect i loved it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
627,Muslims are not inclined in working and for this fact they are unemployed.,i think this is one of the few songs that you can actually listen nonstop,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
628,Muslims use corporal and cruel punishment on people.,this was awesome more please,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
629,All crimes that has committed this muslim gang concerns white citizens of England. Only white british are targeted.,"Tosh! Criminals are 'equal opportunists', targetting the elderly and vulnerable regardless of their faith or ethnicity.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
630,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,when you have a two three four tier justice system things like this happen and criminals run rampant,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
631,Muslims do not have nothing useful that can enrich our culture.,"Who do you think introduced the West to Shawarma, Hummus, and all the rest of the Middle Eastern and Asian food you love?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
632,Islam is a just a repressive ideology that persecutes women and gay people.,"The same could be said for most other major religions, but have you singled out Islam here to suit your own agenda?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
633,Our children are taught Islamic ideologies. It is awful!,this tutorial is amazing i was a bit confused at the end when finishing off but i eventually solved it hours later i cant believe it only took 2 days for me to solve thats really amazing for a beginner i really expected it to take weeks but it was only 2 days,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
634,"The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.",i love zane lowe just how genuine he is with harry listening not interrupting him and just respects him so much,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
635,Appeasement to Islam and Muslims is a mental illness. It is a fact.,Appeasement? 1.6 billion muslims are not the enemy?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
636,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I do not think any other religious text has such a punishment. What is your point?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
637,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"That is quite a big generalisation, and obviously a false and discriminatory one too.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
638,The vast majority of Muslims are unemployed and refuse to work.,idk if everyone has access to khan academy but that helps too and provides practice,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
639,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics.","After checking the timetable, 'specialist' sessions' are more about 'gender' than faith segregation, sessions for 'Women Only', 'Men Only' and 1 hour a week for 'Muslim women', which hardly seems making a fuss about.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
640,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!",wesley trollin d chair,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
641,Almost all Muslims deliberately decide not to work.,wishing everyone good luck and health during the covid19 pandemic,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
642,Muslims use corporal and cruel punishment on people.,it really rubs me the wrong way when people try and serve something they won’t even eat no need to be sensational suny you always do such an amazing job dealing with all types of situations you find yourself in great video,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
643,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
644,Muslims are contaminating our world.,i feel like he is that one computer coding teacher that actually put it in a way that we understand thanks for the basics,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
645,Muslims use corporal and cruel punishment on people.,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
646,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",i like your bild hacks thankyou for this amazing vedio,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
647,"We should have a flaming punishment on these Muslims, before they win.",That sounds like quite a violent threat. Should I let the police know about this or?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
648,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,please also cover other important topics like ldapca tsne etc a lot of good companies ask these questions and test the indepth understanding of the candidates krish naik,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
649,What is the point in listening to Muslim women? They are all retarded.,Not sure how far dismissing 10% of the world's population will get us.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
650,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.","Gender segregation in faith schools is clearly a negative, but hardly exclusive to some Islamic schools. I was 15 before I attended mixed classes, but then, this was regarded as normal in the 1960's / 70's. The issue is really, if we are to allow faith based education, we need effective mechanisms to uphold standards, and legal requirements.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
651,Using violence to punish another person? Sounds like a muslim issue.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
652,Almost all Muslims deliberately decide not to work.,evil hides where you can not find within your own heart child,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
653,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,i first heard you singing loud on my way to dorm at hawassa university campus it was at night and i followed you behind,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
654,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",mkbhd im a photographer and use the peak edc v2 im impressed you got a 16 into the 20l im sure its a snug fit and doesnt leave alot of room for a ipad too wanted to give you a little tip i found on that bag here goes the main compartment has a pass through to the top zip area where phones airpods etc go you just have to fish a cable through the corner i do this by unzipping the side compartment enough to fish through the cable it makes it so i can leave a pass through usb travel battery charger ...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
